index,X(200),plate_x,instruction,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,30.1428571428572,0,1,
,9,5,-1,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,6.85714285714286,0,0,
,18.6666666666667,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,28.7142857142857,0,1,
,11,5,-1,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,65.7142857142857,0,1,
,10,5,-1,
,119.333333333333,0,1,
,14,5,-1,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,18.1428571428572,0,0,
,23,0,1,
,23,5,1,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,18.8571428571429,10,-1,
,22,5,1,
,22,10,0,
,32.6666666666667,10,0,
,16,10,-1,
,16,5,-1,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,40.7142857142857,0,1,
,25,5,1,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,77.7142857142857,10,1,
,24,15,-1,
,24,10,0,
,24,10,0,
,105.333333333333,10,1,
,28,15,-1,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,6.14285714285717,10,-1,
,37,5,1,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,37,10,0,
,30.8571428571429,10,0,
,36,10,0,
,36,10,0,
,36,10,0,
,36,10,0,
,46.6666666666667,10,1,
,30,15,-1,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,30,10,0,
,52.7142857142857,10,1,
,39,15,-1,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,89.7142857142857,10,1,
,38,15,-1,
,38,10,0,
,38,10,0,
,38,10,0,
,38,10,0,
,91.3333333333334,10,1,
,42,15,1,
,42,20,1,
,42,25,1,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,5.85714285714283,30,-1,
,51,25,1,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,51,30,0,
,42.8571428571429,30,0,
,50,30,0,
,50,30,0,
,50,30,0,
,50,30,0,
,50,30,0,
,50,30,0,
,60.6666666666667,30,1,
,44,35,-1,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,44,30,0,
,64.7142857142857,30,1,
,53,35,-1,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,101.714285714286,30,1,
,52,35,-1,
,52,30,0,
,52,30,0,
,52,30,0,
,52,30,0,
,52,30,0,
,52,30,0,
,77.3333333333334,30,1,
,56,35,-1,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,17.8571428571428,30,-1,
,65,25,1,
,65,30,1,
,65,35,1,
,65,40,1,
,65,45,1,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,65,50,0,
,54.8571428571429,50,-1,
,64,45,1,
,64,50,0,
,64,50,0,
,64,50,0,
,64,50,0,
,64,50,0,
,64,50,0,
,64,50,0,
,74.6666666666667,50,0,
,58,50,-1,
,58,45,-1,
,58,40,-1,
,58,35,-1,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,58,30,0,
,76.7142857142857,30,1,
,67,35,1,
,67,40,1,
,67,45,1,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,113.714285714286,50,1,
,66,55,-1,
,66,50,0,
,66,50,0,
,66,50,0,
,66,50,0,
,66,50,0,
,66,50,0,
,66,50,0,
,66,50,0,
,63.3333333333334,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,29.8571428571428,50,-1,
,79,45,1,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,79,50,0,
,66.8571428571429,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,78,50,0,
,88.6666666666667,50,1,
,72,55,-1,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,72,50,0,
,140.571428571429,50,1,
,127,55,1,
,127,60,1,
,127,65,1,
,127,70,1,
,127,75,1,
,127,80,1,
,127,85,1,
,127,90,1,
,127,95,1,
,127,100,1,
,127,105,1,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,127,110,0,
,79.4285714285714,110,-1,
,122,105,1,
,8,110,-1,
,96,105,-1,
,96,100,-1,
,96,95,-1,
,96,90,-1,
,96,85,-1,
,96,80,-1,
,96,75,-1,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,112.428571428571,70,1,
,87,75,-1,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,83,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,95,70,0,
,82.2857142857143,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,96,70,0,
,55.2857142857143,70,-1,
,87,65,1,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,87,70,0,
,183.666666666667,70,1,
,83,75,-1,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,83,70,0,
,129.142857142857,70,1,
,84,75,-1,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,84,70,0,
,102.142857142857,70,1,
,75,75,-1,
,75,70,-1,
,75,65,-1,
,75,60,-1,
,75,55,-1,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,75,50,0,
,64.3333333333333,50,0,
,81,50,1,
,81,55,1,
,81,60,1,
,81,65,1,
,81,70,0,
,81,70,0,
,81,70,0,
,81,70,0,
,81,70,0,
,81,70,0,
,70.2857142857143,70,-1,
,82,65,1,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,82,70,0,
,43.2857142857143,70,-1,
,73,65,-1,
,73,60,-1,
,73,55,-1,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,73,50,0,
,197.666666666667,50,1,
,69,55,-1,
,69,50,0,
,69,50,0,
,69,50,0,
,69,50,0,
,69,50,0,
,69,50,0,
,69,50,0,
,69,50,0,
,117.142857142857,50,1,
,70,55,-1,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,70,50,0,
,90.1428571428572,50,1,
,61,55,-1,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,61,50,0,
,50.3333333333333,50,-1,
,67,45,1,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,67,50,0,
,58.2857142857143,50,-1,
,68,45,1,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,68,50,0,
,31.2857142857143,50,-1,
,59,45,-1,
,59,40,-1,
,59,35,-1,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,59,30,0,
,188.333333333333,30,1,
,55,35,-1,
,55,30,0,
,55,30,0,
,55,30,0,
,55,30,0,
,55,30,0,
,55,30,0,
,105.142857142857,30,1,
,56,35,-1,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,56,30,0,
,78.1428571428572,30,1,
,47,35,-1,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,47,30,0,
,36.3333333333333,30,-1,
,53,25,1,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,53,30,0,
,46.2857142857143,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,54,30,0,
,19.2857142857143,30,-1,
,45,25,1,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,45,30,0,
,174.333333333333,30,1,
,41,35,-1,
,41,30,0,
,41,30,0,
,41,30,0,
,41,30,0,
,93.1428571428572,30,1,
,42,35,-1,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,42,30,0,
,66.1428571428572,30,1,
,33,35,-1,
,33,30,-1,
,33,25,-1,
,33,20,-1,
,33,15,-1,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,33,10,0,
,22.3333333333333,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,39,10,0,
,34.2857142857143,10,0,
,40,10,1,
,40,15,1,
,40,20,1,
,40,25,1,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,40,30,0,
,7.28571428571426,30,-1,
,31,25,-1,
,31,20,-1,
,31,15,-1,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,31,10,0,
,160.333333333333,10,1,
,27,15,-1,
,27,10,0,
,27,10,0,
,81.1428571428572,10,1,
,28,15,-1,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,54.1428571428572,10,1,
,19,15,-1,
,19,10,-1,
,19,5,-1,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,19,0,0,
,8.33333333333333,0,0,
,25,0,1,
,25,5,1,
,22.2857142857143,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,26,10,0,
,4.71428571428574,10,-1,
,17,5,-1,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,17,0,0,
,146.333333333333,0,1,
,13,5,-1,
,69.1428571428572,0,1,
,14,5,-1,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,42.1428571428572,0,1,
,5,5,-1,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5,0,0,
,5.66666666666667,0,0,
,10.2857142857143,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,12,0,0,
,16.7142857142857,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,3,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,0,0,0,
,30.1428571428572,0,1,
,9,5,-1,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,9,0,0,
,6.85714285714286,0,0,
,18.6666666666667,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,2,0,0,
,28.7142857142857,0,1,
,11,5,-1,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,11,0,0,
,65.7142857142857,0,1,
,10,5,-1,
,119.333333333333,0,1,
,14,5,-1,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,14,0,0,
,18.1428571428572,0,0,
,23,0,1,
,23,5,1,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,23,10,0,
,18.8571428571429,10,-1,
,22,5,1,
,22,10,0,
,32.6666666666667,10,0,
,16,10,-1,
,16,5,-1,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,16,0,0,
,40.7142857142857,0,1,
,25,5,1,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,25,10,0,
,77.7142857142857,10,1,
,24,15,-1,
,24,10,0,
,24,10,0,
,105.333333333333,10,1,
,28,15,-1,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
,28,10,0,
